City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Chake Chake,0,TZ,1563577879,76,-5.25,39.77,76.3,10.45
Darovskoy,5,RU,1563577881,96,58.77,47.96,55.77,3.47
Tral,0,IN,1563577882,82,33.93,75.11,57.57,0.43
Lubango,11,AO,1563577883,81,-14.92,13.49,57.4,0.87
Tromso,0,NO,1563577884,58,69.65,18.96,59.0,8.05
Kulhudhuffushi,100,MV,1563577886,78,6.62,73.07,83.32,23.11
Kanigoro,80,ID,1563577888,87,-8.13,112.22,73.77,7.23
Amurzet,9,CN,1563577889,72,47.69,131.09,75.94,4.94
Benghazi,0,LY,1563577890,71,32.12,20.07,76.65,13.04
Aljezur,0,PT,1563577891,67,37.31,-8.8,73.0,17.67
Saint-Leu,20,RE,1563577892,68,-21.15,55.28,71.6,8.05
Eldorado,84,BR,1563577893,97,-24.52,-48.11,55.77,0.45
Bambui,100,CM,1563577895,98,6.01,10.23,62.25,3.96
Karaton,40,ID,1563577896,74,-6.34,106.1,80.6,5.82
Sangar,0,RU,1563577898,37,63.92,127.47,59.02,7.09
Ixtapa,90,MX,1563577899,94,20.71,-105.21,79.0,10.29
Duldurga,100,RU,1563577900,98,50.67,113.59,59.37,4.92
Katobu,0,ID,1563577902,73,-4.94,122.53,79.9,7.2
Paracuru,75,BR,1563577867,74,-3.41,-39.03,86.0,13.87
Volosovo,90,RU,1563577905,93,59.45,29.48,60.8,8.95
Nemuro,100,JP,1563577906,96,43.32,145.57,57.94,9.31
Illapel,30,CL,1563577907,84,-31.63,-71.17,49.3,8.08
Burnie,100,AU,1563577908,94,-41.05,145.91,50.0,3.0
Biak,93,ID,1563577910,93,-0.91,122.88,66.22,3.94
Buenaventura,74,CO,1563577911,84,3.89,-77.07,80.8,8.88
Surgut,0,RU,1563577912,100,61.25,73.4,64.4,6.71
Gimli,7,CA,1563577914,33,50.63,-96.99,75.99,18.01
San Quintin,100,PH,1563577916,82,17.54,120.52,79.72,3.15
Chifeng,100,CN,1563577918,75,42.27,118.96,71.62,7.87
Fortuna,1,US,1563577873,67,40.6,-124.16,66.0,17.22
Kondagaon,67,IN,1563577920,93,19.59,81.66,73.42,1.12
Auki,87,NG,1563577921,83,12.18,6.51,74.32,9.57
Anori,89,BR,1563577922,85,-3.74,-61.66,76.65,4.18
Kununurra,0,AU,1563577923,67,-15.77,128.74,57.2,1.12
Mehamn,20,NO,1563577924,87,71.03,27.85,51.8,6.93
Maceio,41,BR,1563577925,96,-9.67,-35.74,68.37,4.05
Probolinggo,72,ID,1563577927,87,-7.74,113.22,62.44,4.54
Ifanadiana,9,MG,1563577928,92,-21.3,47.64,55.24,3.31
Ayan,0,IR,1563577930,56,38.23,44.7,56.5,5.57
Mecca,45,SA,1563577726,41,21.43,39.83,85.12,2.24
Alekseyevsk,0,RU,1563577932,46,57.84,108.35,59.74,15.12
Zaysan,100,KZ,1563577934,51,47.47,84.87,67.12,3.24
Erie,40,US,1563577914,88,42.13,-80.09,89.6,6.93
Srednekolymsk,73,RU,1563577937,51,67.46,153.71,53.07,10.94
Neuquen,0,AR,1563577762,61,-38.95,-68.06,48.2,10.29
Emmett,1,US,1563577939,12,43.87,-116.5,84.2,10.29
Tahe,100,CN,1563577940,99,52.34,124.71,64.24,2.19
Chicama,20,PE,1563577941,82,-7.84,-79.15,64.4,9.17
Mporokoso,0,ZM,1563577943,58,-9.37,30.12,53.8,3.58
Suoyarvi,100,RU,1563577944,92,62.08,32.35,52.54,7.49
Salalah,75,OM,1563577945,94,17.01,54.1,78.8,5.82
Ambilobe,0,MG,1563577946,84,-13.19,49.05,66.4,4.14
Ferry Pass,90,US,1563577947,70,30.51,-87.21,89.01,5.82
Tokat,0,TR,1563577948,87,40.33,36.55,50.0,4.7
Ostersund,81,SE,1563577949,77,63.18,14.64,59.0,13.87
Finschhafen,84,PG,1563577952,78,-6.6,147.85,72.52,4.54
San Remo,0,AR,1563577953,47,-31.31,-64.31,61.0,10.29
Solano,17,CO,1563577954,95,0.7,-75.25,72.34,1.39
Boguchany,100,RU,1563577955,96,58.38,97.46,50.2,11.68
Itatskiy,94,RU,1563577956,98,56.07,89.04,60.27,8.66
Ilhabela,89,BR,1563577957,75,-23.78,-45.36,69.82,16.75
Bambous Virieux,75,MU,1563577959,78,-20.34,57.76,71.6,12.75
Mega,6,ET,1563577960,71,4.06,38.32,67.84,14.63
Horsham,16,AU,1563577961,71,-36.71,142.2,49.3,15.05
Saint-Francois,0,FR,1563577962,64,46.42,3.91,68.0,3.36
Barwadih,28,IN,1563577963,79,26.9,84.87,83.67,7.81
Tessalit,49,ML,1563577964,16,20.2,1.01,91.42,5.88
Sao Sebastiao,59,BR,1563577966,72,-3.15,-58.36,79.17,3.31
Itarema,34,BR,1563577967,81,-2.92,-39.92,75.22,7.14
Diapaga,28,BF,1563577968,70,12.07,1.79,79.35,8.19
Suluq,0,LY,1563577969,71,31.67,20.25,76.65,13.04
Takoradi,97,GH,1563577970,92,4.89,-1.75,74.14,3.69
Minnedosa,20,CA,1563577972,43,50.25,-99.84,73.4,20.8
Mumbwa,4,ZM,1563577974,54,-14.99,27.06,52.72,3.56
Vila Franca do Campo,75,PT,1563577871,100,37.72,-25.43,69.8,8.05
Luis Correia,0,BR,1563577977,74,-2.88,-41.67,80.6,2.24
Moose Factory,1,CA,1563577905,44,51.26,-80.61,80.6,16.11
Pakxe,83,LA,1563577979,91,15.12,105.78,77.55,4.99
Scarborough,100,GB,1563577912,93,54.28,-0.41,64.0,9.17
Esna,0,RO,1563577982,63,45.2,27.57,66.57,4.45
Lavrentiya,99,RU,1563577984,61,65.58,-170.99,61.35,9.22
Tokamachi,100,JP,1563577985,95,37.13,138.76,80.01,1.57
Shingu,75,JP,1563577986,94,33.72,135.99,78.8,3.36
Miraflores,0,PE,1563577988,15,-16.39,-71.52,66.2,10.29
Jackson,20,US,1563577852,31,43.48,-110.76,80.6,17.22
Alcaniz,20,ES,1563577991,79,41.05,-0.13,68.0,2.42
Salekhard,27,RU,1563577992,77,66.54,66.62,63.15,5.61
Ucluelet,20,CA,1563577993,68,48.94,-125.55,71.01,12.75
Palaikastron,0,GR,1563577770,63,35.2,26.25,75.99,8.01
Yurgamysh,29,RU,1563577996,88,55.37,64.47,65.67,6.26
Padang,100,ID,1563577997,82,-0.92,100.36,80.25,7.61
Santa Rosalia,0,IT,1563577999,64,38.07,13.27,75.99,2.24
Mitsamiouli,20,KM,1563578000,78,-11.38,43.28,71.6,8.05
Chatellerault,0,FR,1563578001,72,46.8,0.53,68.0,3.36
Fengrun,62,CN,1563578002,60,39.83,118.12,78.64,4.63
Tutoia,0,BR,1563578003,74,-2.76,-42.27,80.6,2.24
Lodeynoye Pole,76,RU,1563578005,98,60.73,33.55,53.44,4.68
Dalaba,91,GN,1563578006,97,10.69,-12.25,69.1,1.63
Beaverlodge,75,CA,1563578008,77,55.21,-119.43,66.2,10.29
Kerrville,1,US,1563578009,39,30.05,-99.14,95.0,14.99
Lanigan,100,CA,1563578010,80,51.85,-105.03,59.74,13.42
Vytegra,100,RU,1563578012,90,61.01,36.45,59.74,3.65
Marathon,66,CA,1563578013,64,48.72,-86.38,62.07,7.87
Hohhot,0,CN,1563578014,93,40.81,111.65,66.2,2.24
Mujiayingzi,98,CN,1563578015,75,42.12,118.78,70.35,8.12
Harper,1,US,1563578016,36,30.3,-99.24,95.0,14.99
Prainha,75,BR,1563578017,69,-1.8,-53.48,80.44,2.17
Inuvik,90,CA,1563578020,77,68.36,-133.71,64.4,5.82
Bonavista,21,CA,1563577912,81,48.65,-53.11,55.0,1.01
Senj,18,HR,1563578022,82,45.35,13.91,73.4,8.05
Along,77,IN,1563578023,94,28.17,94.8,61.54,1.59
Marsa Matruh,0,EG,1563577908,69,31.35,27.25,78.8,4.7
Ponazyrevo,2,RU,1563578025,97,58.36,46.31,54.87,4.0
Kosh-Agach,54,RU,1563578027,70,49.99,88.66,53.07,1.16
Minbu,100,MM,1563578028,88,20.18,94.88,76.12,3.4
Shimanovsk,100,RU,1563578029,97,52.0,127.67,65.85,9.64
Rockport,40,US,1563578030,70,28.02,-97.05,91.4,24.16
Seguela,98,CI,1563578031,97,7.96,-6.67,71.07,5.59
Vidim,0,CZ,1563578032,82,50.47,14.53,64.99,5.82
Ararat,0,AM,1563578034,42,39.85,44.7,80.6,12.75
Hofn,93,IS,1563578035,95,64.25,-15.21,39.94,11.72
Oistins,40,BB,1563578036,74,13.07,-59.53,82.4,13.87
Kargopol,100,RU,1563578037,98,61.51,38.95,53.97,3.13
Pokosnoye,92,RU,1563578038,93,55.53,101.05,57.94,3.31
Port Keats,0,AU,1563578040,37,-14.25,129.55,73.24,7.74
Katangli,100,RU,1563578042,88,51.71,143.23,64.77,5.39
Tanete,2,ID,1563578043,77,-3.94,119.78,80.62,15.5
Nadym,62,RU,1563578044,84,65.53,72.51,69.82,6.22
Konstantinovka,11,UA,1563578045,81,46.85,29.85,63.15,4.7
Amos,75,CA,1563578047,58,48.57,-78.12,84.2,12.75
Kankon,75,IN,1563578048,94,15.02,74.02,78.8,2.24
